#  RunNo  LumiNo        EvtNo
  206484     376    540840377
  206331     129    136145706
  206207     186    250467165
  206207     218    307723787
  206207     273    401899210
  206331     235    322532854
  206207     289    428237116
  206207     330    493044078
  206207     342    512165724
  206207     586    849554061
  206208     105    115099939
  206208     202    215381022
  206210     131    125794275
  206210     410    368388981
  206243     123    154997650
  206243     156    214919769
  206243     188    274283094
  206243     241    369242483
  206243     301    469525648
  206243     363    566699212
  206246     643    600360412
  206243     433    667959001
  206246      51     54674758
  206243     905   1219753350
  206245      60     66734831
  206246     227    233723293
  206246     676    626515353
  206303      28     36160374
  206331     279    398393374
  206389     364    514028134
  206446     205    266232681
  206446     511    738929264
  206446     542    779285057
  206446     579    827911441
  206446     673    943315043
  206446    1020   1325796347
  206446    1136   1456965743
  206448     149    154146482
  206448     300    299137689
  206448     723    659382627
  206448    1010    870077827
  206448    1057    902455361
  206466     104    192709342
  206466     232    418736558
  206466     417    693210696
  206466     489    788214610
  206466     530    841109638
  206466     671   1007376377
  206476      76     51649549
  206484     180    222157670
  206484     346    494892052
  206484     618    867940462
  206484     502    719451631
  206484     528    753690100
  206484     624    875724823
  206484     587    829957070
  206484     568    806239626
  206594     137    165792862
  207214      84    107861150
  207214     786   1111354631
  206512     269    341718096
  206542     188    334870211
  206512     324    424469959
  206512     387    513774314
  206512     458    608837701
  206512     642    832269254
  206512     793    996949857
  206512     838   1043378547
  206512     897   1105282212
  206512     960   1178288917
  206512    1196   1432422872
  206513       7      6529028
  206513      63     61762387
  206513     294    272486866
  206745     202    229256288
  206745     109    126516509
  206542     173    308768237
  206745     411    453166962
  206542     221    387894571
  206542     603    898677154
  206542     563    851947407
  207279     356    526923738
  207279    1125   1431388747
  207279     871   1145876049
  206575      44     64848357
  206594     166    219558502
  206595     103    150757535
  206595      84    124273554
  206596      48     57666497
  207269     444    601571831
  207269     266    353700546
  207269     409    555625068
  206596     261    294565449
  206596     797    853340256
  206598      29     25572750
  206598     143    126210426
  207371      97     93107197
  206598     286    244364115
  206598     532    431175444
  206598     699    545936281
  206598     379    317209086
  206598     575    461503872
  206744      69     61516551
  206744      75     72184847
  206744     202    284448787
  206745     703    762851974
  206745     418    460299274
  206745     395    433686179
  206745    1434   1377226139
  206745     823    878545224
  206745    1111   1129587438
  206745    1062   1089070733
  206745    1650   1523622690
  206745    1537   1448723866
  206745    1663   1532329875
  206859     328    491667560
  206859     429    652421789
  206859     607    899357941
  206866     251    266091247
  206869     591    554604407
  206869     145    151410481
