#  RunNo  LumiNo        EvtNo
  193621     681    605154492
  193621     686    609557523
  193621     707    625645051
  193621     761    667588462
  191271     280    304567094
  191271     284    309831282
  193621     823    714238291
  193621     491    451635953
  193621     604    542812639
  193621     912    778691312
  193621     820    711857068
  193621     836    723990282
  193621     644    575659684
  193621     900    769963302
  191810      57     89695577
  191810      63    100309695
  191276      10      6995534
  191277     187    187316338
  191277     407    387344622
  191277     267    262558156
  193575     497    382129149
  193575     497    381858434
  193575     700    522740652
  191277     269    264877458
  191277     402    383516569
  191277      12      8730175
  191277     171    172009739
  191277     171    171807217
  191277     249    246288777
  191277     250    247401890
  191277     118    118933410
  191277     237    234791049
  191277     548    497177448
  191277     116    117264177
  191277     146    147152098
  191277     155    156025136
  191277      23     20713283
  191277     740    643718586
  191277     112    113442547
  191277      35     33264633
  191277      45     43978323
  191277      40     38416332
  191277     765    662181066
  193575     194    147135731
  191277      68     67555831
  191277      74     74249490
  191277     144    144645721
  191277     169    169795936
  193336     142    111989226
  193575     435    336430218
  191277     483    451478792
  191277     677    597230505
  191277     692    608524453
  191277     710    622222524
  191277     745    647680880
  193575     255    195983434
  191277     177    177039156
  191277     181    180920701
  191277     359    345797747
  193575     152    109549676
  191720     116    110379930
  193336     478    339948807
  191277     310    302405589
  191277     280    274771412
  191720      12      8955452
  193575      69     30188181
  191277     363    349295827
  191277     381    364645085
  191277     382    365703751
  191277     384    367680887
  193575     103     64350714
  191277     626    558425864
  191277     799    686341164
  191277     807    692072043
  191277     345    333504370
  193575     475    365741102
  193575     476    367125879
  193575     622    470124663
  193575     623    471291762
  191277     219    217791801
  191277     247    244118132
  191277     362    348456700
  191277     224    222138311
  191720     151    139442642
  191277     438    414151617
  191277     491    458100263
  191277     491    458104720
  191720      20     18327797
  193336     942    673495096
  191277     679    598758174
  191277     683    602038461
  191277     683    601414696
  191720     102     97504697
  191720     103     98211202
  193575      72     34011730
  193575      99     59817941
  193575     181    136225094
  191720     136    127304692
  191720     175    152216324
  191277     553    501009333
  191277     619    553576686
  193336     600    411634188
  193575     326    252886559
  193575     326    252995900
  193575     611    462682940
  193575     681    510186453
  193575     684    511834006
  193575     149    106639732
  193575      93     54192418
  191720      88     84740139
  191277     649    576351122
  191720      61     61733373
  191720      94     89845164
  191720      94     90093676
  191720     112    106417195
  191718      46     35761901
  191830      82     71656686
  191718     101    117532462
  193334      59     34411885
  191718      69     70808291
  191810      59     92600149
  193557       8      7697072
  191833      30     35714420
  191833      30     36112691
  191810      29     42458842
  191810      29     41049712
  191833      25     28382505
  191718      74     79401964
